"beta","factor","rc.1","rc.2","rc.3","rc.4","rb.1","rb.2","rb.3","rb.4","rb.5"
1.34038994974874,-42.7155064915031,-1.08001406894581,-0.177391824229768,-0.023412527299026,-0.000788194797667695,24.3799150365936,-2.28655788773983,-0.323261002971805,-0.0501993906440794,-0.00337722298406363
1.34918341708543,-42.6879867672114,-1.07423182812894,-0.176616624366033,-0.0232890860723253,-0.00077795266188171,23.9546589250779,-2.32198284912107,-0.326810459928794,-0.050890945343683,-0.00345806908359346
1.35797688442211,-42.6970447221781,-1.06849234020254,-0.175844303552312,-0.0231657662278146,-0.00076771465589703,23.5532268274268,-2.35822635190133,-0.33039650612468,-0.0515894915389538,-0.00354033154884614
1.36677035175879,-42.741623020303,-1.06279506395949,-0.175074825178406,-0.0230425625770912,-0.000757480051069604,23.1739959517878,-2.39531742268244,-0.334019589971484,-0.0522950759665429,-0.00362402364233125
1.37556381909548,-42.8208532682493,-1.05713946717507,-0.17430815323463,-0.0229194700601219,-0.000747248126609804,22.8154997121863,-2.43328652959985,-0.337680168310748,-0.0530077457908136,-0.00370915861055985
1.38435728643216,-42.9340407760905,-1.05152502647702,-0.173544252311997,-0.0227964837464547,-0.000737018169946714,22.4764101197088,-2.472165675195,-0.341378706632904,-0.0537275486175317,-0.0037957496856488
1.39315075376884,-43.0806519061942,-1.04595122718791,-0.172783087599208,-0.0226735988346179,-0.00072678947809966,22.1555225558665,-2.51198849660368,-0.345115679295343,-0.0544545325069677,-0.00388381008691197
1.40194422110553,-43.2603036703642,-1.04041756315434,-0.172024624874644,-0.0225508106524008,-0.000716561357755598,21.8517425658167,-2.55279037380928,-0.348891569738894,-0.0551887459855588,-0.00397335302239835
1.41073768844221,-43.4727553004885,-1.03492353661477,-0.171268830505715,-0.0224281146568474,-0.000706333126251744,21.5640743714147,-2.59460854685127,-0.35270687072389,-0.0559302380600686,-0.00406439169062506
1.41953115577889,-43.7179015663059,-1.02946865803631,-0.170515671441676,-0.0223055064333353,-0.000696104112534026,21.2916108528476,-2.63748224271021,-0.356562084560626,-0.056679058229717,-0.00415693928231469
1.42832462311558,-43.9957676652633,-1.02405244598981,-0.169765115212186,-0.0221829816963372,-0.000685873657270442,21.0335247913513,-2.68145281300281,-0.360457723358856,-0.0574352565004351,-0.00425100898225421
1.43711809045226,-44.3065055388097,-1.01867442697747,-0.169017129917822,-0.0220605362877667,-0.000675641114015002,20.7890611964675,-2.72656388336377,-0.364394309267114,-0.058198883396605,-0.00434661397105449
1.44591155778894,-44.6503915119753,-1.01333413530936,-0.16827168422769,-0.0219381661772377,-0.000665405849421012,20.5575305727548,-2.77286151597162,-0.368372374734783,-0.0589699899753015,-0.00444376742707036
1.45470502512563,-45.0278251721295,-1.00803111296721,-0.167528747374348,-0.0218158674617076,-0.000655167243697124,20.3383030008107,-2.82039438642977,-0.372392462776561,-0.0597486278398689,-0.00454248252832749
