"beta","factor","rc.1","rc.2","rc.3","rb.1","rb.2","rb.3","rb.4"
0.25,1.84666237961018,-1.42410833695277,-0.124920738094982,-0.00624224397969415,-3.06604265140434,-0.227384288902688,-0.0152230973448263,-0.000120890823485858
0.258793467336683,1.88980269406442,-1.41132260472256,-0.124168906535332,-0.00619736190480053,-3.12359561215346,-0.230686653778973,-0.0155703361776426,-0.000127744158182657
0.267586934673367,1.93422742597767,-1.39872278343899,-0.123422843655818,-0.00615272584027781,-3.18264957875074,-0.23403120319986,-0.0159237784753338,-0.000134841806230424
0.27638040201005,1.97998866936064,-1.3863049597779,-0.122682485650938,-0.00610833281388429,-3.2432604228563,-0.23741851146465,-0.0162835025087854,-0.000142192172887364
0.285173869346734,2.02714120293348,-1.37406532875567,-0.121947769703856,-0.00606417987699605,-3.30548678699407,-0.240849163576442,-0.0166495871990169,-0.000149803920783369
0.293967336683417,2.07574266072134,-1.36200018993911,-0.121218633956016,-0.00602026410584334,-3.36939025736534,-0.244323755479298,-0.017022112123883,-0.000157685975204792
0.3027608040201,2.12585371580372,-1.35010594412527,-0.120495017508005,-0.00597658260417898,-3.43503555051426,-0.247842894363428,-0.0174011575287409,-0.000165847529611277
0.311554271356784,2.17753827797347,-1.33837908948399,-0.119776860356645,-0.00593313250310523,-3.50249071263232,-0.251407198849572,-0.01778680432865,-0.00017429805110333
0.320347738693467,2.23086370716007,-1.3268162185184,-0.119064103393912,-0.00588991096361666,-3.57182733604877,-0.255017299303424,-0.0181791341182325,-0.000183047286065755
0.329141206030151,2.28590104363499,-1.31541401484524,-0.118356688379322,-0.00584691517790836,-3.64312079197381,-0.258673838102867,-0.0185782291787721,-0.00019210526513953
0.337934673366834,2.34272525671307,-1.30416925014083,-0.117654557916038,-0.00580414237087094,-3.71645048189391,-0.262377469920027,-0.0189841724846524,-0.000201482309190946
0.346728140703518,2.40141551365401,-1.29307878115313,-0.116957655422286,-0.00576158980136046,-3.79190010913735,-0.266128861999217,-0.0193970477104644,-0.0002111890337389
0.355521608040201,2.46205547076479,-1.2821395468891,-0.116265925107274,-0.00571925476351893,-3.86955797286361,-0.269928694452314,-0.0198169392365479,-0.000221236355116862
0.364315075376884,2.52473358890479,-1.27134856604604,-0.115579311962932,-0.00567713458894616,-3.94951728684715,-0.273777660596929,-0.0202439321591655,-0.000231635494850619
0.373108542713568,2.58954347544643,-1.26070293413688,-0.114897761715609,-0.00563522664685573,-4.0318765238874,-0.277676467210893,-0.0206781122923888,-0.000242397985196514
0.381902010050251,2.6565842559898,-1.25019982127953,-0.114221220830837,-0.00559352834667138,-4.1167397913722,-0.281625834918499,-0.0211195661795055,-0.000253535673849877
0.390695477386935,2.72596097803616,-1.23983646951523,-0.113549636466696,-0.00555203713820163,-4.20421723757272,-0.2856264984627,-0.0215683810950664,-0.000265060729011363
0.399488944723618,2.79778505067219,-1.22961019067763,-0.112882956470338,-0.00551075051372972,-4.29442549514817,-0.289679207089279,-0.0220246450548068,-0.000276985643861339
0.408282412060301,2.87217472343044,-1.21951836404823,-0.112221129345734,-0.00546966600872962,-4.38748816322111,-0.293784724871147,-0.0224884468197576,-0.000289323241372612
0.417075879396985,2.9492556088398,-1.20955843425734,-0.111564104237377,-0.00542878120319936,-4.48353633365095,-0.297943831081016,-0.0229598759034117,-0.000302086678618095
